show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,text_features
s4299,Movie,Mute,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux","United Kingdom, Germany","February 23, 2018",2018,TV-MA,127 min,"Sci-Fi & Fantasy, Thrillers","When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words.",duncan jones alexander skarsgård paul rudd justin theroux scifi  fantasy thrillers when his girlfriend vanishes a mute man ventures into a nearfuture berlins seamy underworld where his actions speak louder than words
s4300,Movie,Mutiny of the Worker Bees,Carlos Morett,"Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles, César Rodríguez, Fernando Becerril, Anna Carreiro, Carlos Macías, José Sefami, Raquel Garza",Mexico,"May 20, 2020",2020,TV-MA,94 min,"Comedies, International Movies","When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses.",carlos morett gustavo egelhaaf alejandro suárez bárbara de regil mauricio argüelles césar rodríguez fernando becerril anna carreiro carlos macías josé sefami raquel garza comedies international movies when omars grandfather forces him to get a job at a tech company in mexico city he meets a quirky ensemble of ninetofivers  and some nemeses
s4301,Movie,Mutiny on the Bounty,"Lewis Milestone, Carol Reed","Marlon Brando, Trevor Howard, Richard Harris, Hugh Griffith, Richard Haydn, Tarita",United States,"November 1, 2019",1962,TV-PG,185 min,"Action & Adventure, Classic Movies, Dramas","Marlon Brando gives a nuanced performance as the aristocratic Lt. Fletcher Christian, an officer aboard the HMS Bounty who leads a mutiny against the ship's tyrannical Capt. Bligh.",lewis milestone carol reed marlon brando trevor howard richard harris hugh griffith richard haydn tarita action  adventure classic movies dramas marlon brando gives a nuanced performance as the aristocratic lt fletcher christian an officer aboard the hms bounty who leads a mutiny against the ships tyrannical capt bligh
s4302,Movie,Muzaffarnagar Baaqi Hai,Nakul Singh Sawhney,Unknown,India,"November 15, 2018",2015,TV-MA,136 min,"Documentaries, International Movies","Through interviews with locals, this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of Uttar Pradesh.",nakul singh sawhney unknown documentaries international movies through interviews with locals this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of uttar pradesh
s4303,Movie,My Amnesia Girl,Cathy Garcia-Molina,"John Lloyd Cruz, Toni Gonzaga, Carlos Agassi, Ketchup Eusebio, Joross Gamboa, JM de Guzman, Beatriz Saw, Nico Antonio",Philippines,"November 19, 2020",2010,TV-14,105 min,"International Movies, Romantic Movies","Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten.",cathy garciamolina john lloyd cruz toni gonzaga carlos agassi ketchup eusebio joross gamboa jm de guzman beatriz saw nico antonio international movies romantic movies years after leaving his bridetobe at the altar a man crosses paths with his ex and tries to make up for the past only to find hes been forgotten
s4304,TV Show,My Babysitter's a Vampire,Unknown,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Ari Cohen",Canada,"October 17, 2018",2012,TV-PG,2 Seasons,"Kids' TV, TV Comedies","Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",unknown matthew knight vanessa morgan atticus mitchell cameron kennedy kate todd ari cohen kids tv tv comedies ethan benny and fledgling vampire sarah battle zombies demons and the other supernatural beasties that regularly threaten their school
s4305,Movie,My Babysitter's a Vampire: The Movie,Bruce McDonald,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Joe Dinicol, Ella Jonas Farlinger, Ari Cohen, Laura de Carteret, Hrant Alianak",Canada,"October 17, 2018",2010,TV-PG,80 min,"Children & Family Movies, Comedies","When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah.",bruce mcdonald matthew knight vanessa morgan atticus mitchell cameron kennedy kate todd joe dinicol ella jonas farlinger ari cohen laura de carteret hrant alianak children  family movies comedies when their parents head out for the evening ethan and his little sister get the babysitter of their nightmares a fledgling vampire named sarah
s4306,Movie,My Beautiful Broken Brain,"Sophie Robinson, Lotje Sodderland","Sophie Robinson, Lotje Sodderland",United Kingdom,"March 18, 2016",2016,TV-14,84 min,"Documentaries, International Movies","After suffering a stroke at age 34, a woman documents her struggles, setbacks and eventual breakthrough as she relearns to speak, read and write.",sophie robinson lotje sodderland sophie robinson lotje sodderland documentaries international movies after suffering a stroke at age 34 a woman documents her struggles setbacks and eventual breakthrough as she relearns to speak read and write
s4307,Movie,My Big Night,Álex de la Iglesia,"Raphael, Mario Casas, Pepón Nieto, Blanca Suárez, Hugo Silva, Carmen Machi, Luis Callejo, Carlos Areces, Enrique Villén, Santiago Segura, Jaime Ordoñez, Tomás Pozzi, Carolina Bang, Ana Polvorosa, Luis Fernández",Spain,"October 1, 2016",2015,TV-MA,97 min,"Comedies, International Movies, Music & Musicals",An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever.,álex de la iglesia raphael mario casas pepón nieto blanca suárez hugo silva carmen machi luis callejo carlos areces enrique villén santiago segura jaime ordoñez tomás pozzi carolina bang ana polvorosa luis fernández comedies international movies music  musicals an unemployed man gets a job as an extra at the shooting of a new years eve tv special thats beset by crises and seems to go on forever
s4308,Movie,My Birthday Song,Samir Soni,"Sanjay Suri, Nora Fatehi, Zenia Starr, Suparna Krishna, Elena Kazan",India,"July 1, 2018",2018,TV-14,92 min,"Dramas, International Movies, Thrillers","After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction.",samir soni sanjay suri nora fatehi zenia starr suparna krishna elena kazan dramas international movies thrillers after a wild night of impulse and infidelity advertising executive rajiv kaul must navigate the blurred lines between life death fact and fiction
s4309,Movie,My Brother ... Nikhil,Onir,"Juhi Chawla, Sanjay Suri, Victor Banerjee, Lillete Dubey, Purab Kohli, Dipannita Sharma, Gautam Kapoor",India,"October 30, 2018",2005,TV-PG,116 min,"Dramas, Independent Movies, International Movies","After being diagnosed HIV-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend.",onir juhi chawla sanjay suri victor banerjee lillete dubey purab kohli dipannita sharma gautam kapoor dramas independent movies international movies after being diagnosed hivpositive a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend
s4310,TV Show,My Country: The New Age,Unknown,"Yang Se-Jong, Woo Do‑hwan, Seolhyun, Jang Hyuk, Kim Young-chul, In Gyo-jin, Yu Oh-seong, Ahn Nae-sang",South Korea,"October 5, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything.",unknown yang sejong woo do‑hwan seolhyun jang hyuk kim youngchul in gyojin yu ohseong ahn naesang international tv shows korean tv shows tv action  adventure at the end of the goryeo period there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything
s4311,Movie,My Daddy is in Heaven,Waymon Boone,"Jenn Gotzon Chandler, Corbin Bernsen, Lorenzo Lamas, T.C. Stallings, Jill Morrison, Lane Garrison, Jake Jacobson, Lee Benton, Riley St. John, Cricket St. John",United States,"June 12, 2018",2017,TV-14,95 min,"Dramas, Faith & Spirituality","After the sudden loss of her husband, a mother has a crisis of faith and struggles to keep her life together for the sake of her daughter and herself.",waymon boone jenn gotzon chandler corbin bernsen lorenzo lamas tc stallings jill morrison lane garrison jake jacobson lee benton riley st john cricket st john dramas faith  spirituality after the sudden loss of her husband a mother has a crisis of faith and struggles to keep her life together for the sake of her daughter and herself
s4312,TV Show,My Dear Boy,Unknown,"Ruby Lin, Derek Chang, Lee Lee-zen, Archie Kao, Yen Yi-wen, Chu Chung-heng, Aaron Chen, Greg Han, Wen Chen-ling, Zhang Guang-chen",Taiwan,"April 19, 2019",2017,TV-MA,1 Season,"International TV Shows, Romantic TV Shows","Heartbroken and romantically pessimistic, a commercial director meets a young artist and teaches him life-changing lessons about love.",unknown ruby lin derek chang lee leezen archie kao yen yiwen chu chungheng aaron chen greg han wen chenling zhang guangchen international tv shows romantic tv shows heartbroken and romantically pessimistic a commercial director meets a young artist and teaches him lifechanging lessons about love
s4313,TV Show,My Dear Warrior,Unknown,"Leo Putt, Pimchanok Luevisadpaibul, Suthada Jongjaiphar, Chatra Baude, Claudia Chakrapan, Oabnithi Wiwattanawarang, Varatta Vajrathon, Varot Makaduangkeo, Supasit Chinvinijkul",Thailand,"November 14, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Love leaps off the page when an astronomer magically meets her comic book hero in the flesh, but learns that his fictional problems are very real.",unknown leo putt pimchanok luevisadpaibul suthada jongjaiphar chatra baude claudia chakrapan oabnithi wiwattanawarang varatta vajrathon varot makaduangkeo supasit chinvinijkul international tv shows romantic tv shows tv comedies love leaps off the page when an astronomer magically meets her comic book hero in the flesh but learns that his fictional problems are very real
s4314,Movie,My Dog is My Guide,Ismail Farouk,"Sameh Hussain, Hasan Abdulfattah, Sulayman Id, Ayten Amer, Hassan Hosny",Egypt,"April 18, 2019",2013,TV-14,99 min,"Comedies, International Movies","Relocated to a new post and struggling to adjust, a police officer further complicates his life by falling for a woman he has little in common with.",ismail farouk sameh hussain hasan abdulfattah sulayman id ayten amer hassan hosny comedies international movies relocated to a new post and struggling to adjust a police officer further complicates his life by falling for a woman he has little in common with
s4315,Movie,My Entire High School Sinking Into the Sea,Dash Shaw,"Jason Schwartzman, Lena Dunham, Reggie Watts, Maya Rudolph, Susan Sarandon, Thomas Jay Ryan, Alex Karpovsky, Louisa Krause, John Cameron Mitchell, Matthew Maher",United States,"January 23, 2018",2016,PG-13,77 min,"Comedies, Independent Movies","After an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars.",dash shaw jason schwartzman lena dunham reggie watts maya rudolph susan sarandon thomas jay ryan alex karpovsky louisa krause john cameron mitchell matthew maher comedies independent movies after an earthquake sends their school building drifting into the sea a group of highschoolers struggles to survive and overcome clique wars
s4316,Movie,My Ex & Whys,Cathy Garcia-Molina,"Liza Soberano, Enrique Gil, Joey Marquez, Cai Cortez, Arlene Muchlach, Ara Mina, Ryan Bang, Joross Gamboa, Jeffrey Tam, Neils Coleta",Philippines,"February 27, 2019",2017,TV-14,121 min,"Comedies, Dramas, International Movies","Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back.",cathy garciamolina liza soberano enrique gil joey marquez cai cortez arlene muchlach ara mina ryan bang joross gamboa jeffrey tam neils coleta comedies dramas international movies popular blogger cali is hired for a marketing campaign alongside another viral sensation her exboyfriend gio whos intent on winning her back
